gene	tot_nsample
SKIV2L2	90
SKOR1	68
SKOR1_ENST00000341418	4
SKOR1_ENST00000380035	59
SKOR2	2
SKP1	9
SKP2	3
SKP2_ENST00000274254	26
SKP2_ENST00000274255	34
SLA	30
SLA_ENST00000427060	28
SLA2	10
SLAIN1	35
SLAIN2	29
SLAMF1	64
SLAMF6	35
SLAMF7	46
SLAMF8	29
SLAMF9	38
SLBP	11
SLC10A1	28
SLC10A2	57
SLC10A3	41
SLC10A4	21
SLC10A5	34
SLC10A6	38
SLC10A7	30
SLC11A1	36
SLC11A2	50
SLC12A1	118
SLC12A1_ENST00000396577	91
SLC12A2	110
SLC12A3	91
SLC12A4	72
SLC12A5	166
SLC12A6	100
SLC12A6_ENST00000558589	80
SLC12A7	90
SLC12A8	34
SLC12A8_ENST00000393469	40
SLC12A9	76
SLC13A1	97
SLC13A2	60
SLC13A2_ENST00000444914	47
SLC13A3	61
SLC13A3_ENST00000339636	16
SLC13A4	52
SLC13A5	46
SLC14A1	45
SLC14A1_ENST00000436407	37
SLC14A2	109
SLC15A1	79
SLC15A2	67
SLC15A3	31
SLC15A4	40
SLC15A5	22
SLC16A1	61
SLC16A10	32
SLC16A11	24
SLC16A12	40
SLC16A13	22
SLC16A14	61
SLC16A2	53
SLC16A3	18
SLC16A4	42
SLC16A4_ENST00000437429	1
SLC16A5	44
SLC16A5_ENST00000450736	30
SLC16A6	50
SLC16A7	73
SLC16A8	13
SLC16A9	43
SLC17A1	60
SLC17A2	58
SLC17A3	49
SLC17A3_ENST00000397060	32
SLC17A4	67
SLC17A5	37
SLC17A6	114
SLC17A7	53
SLC17A8	83
SLC17A9	45
SLC18A1	61
SLC18A2	55
SLC18A3	93
SLC19A1	32
SLC19A1_ENST00000380014	16
SLC19A2	31
SLC19A3	60
SLC1A1	39
SLC1A2	50
SLC1A3	80
SLC1A4	30
SLC1A5	26
SLC1A6	94
SLC1A7	60
SLC20A1	56
SLC20A2	61
SLC22A1	53
SLC22A10	71
SLC22A11	50
SLC22A12	63
SLC22A13	40
SLC22A14	56
SLC22A15	29
SLC22A15_ENST00000369503	36
SLC22A16	73
SLC22A17	30
SLC22A18	20
SLC22A18AS	6
SLC22A2	68
SLC22A20	35
SLC22A23	39
SLC22A23_ENST00000406686	42
SLC22A24	9
SLC22A24_ENST00000417740	20
SLC22A25	68
SLC22A3	50
SLC22A4	38
SLC22A5	31
SLC22A6	55
SLC22A7	63
SLC22A8	55
SLC22A9	63
SLC23A1	48
SLC23A2	56
SLC23A3	29
SLC23A3_ENST00000455516	27
SLC24A1	58
SLC24A2	84
SLC24A3	82
SLC24A4	78
SLC24A4_ENST00000532405	28
SLC24A5	55
SLC24A6	46
SLC25A1	14
SLC25A10	19
SLC25A11	18
SLC25A12	51
SLC25A13	88
SLC25A14	48
SLC25A15	27
SLC25A16	14
SLC25A17	21
SLC25A18	33
SLC25A19	24
SLC25A2	58
SLC25A20	20
SLC25A21	19
SLC25A22	19
SLC25A23	40
SLC25A24	32
SLC25A24_ENST00000264128	25
SLC25A25	32
SLC25A25_ENST00000373064	36
SLC25A25_ENST00000432073	33
SLC25A26	11
SLC25A27	19
SLC25A28	33
SLC25A29	12
SLC25A3	30
SLC25A3_ENST00000188376	30
SLC25A3_ENST00000551917	26
SLC25A30	18
SLC25A31	38
SLC25A32	31
SLC25A33	20
SLC25A34	14
SLC25A35	17
SLC25A35_ENST00000577745	1
SLC25A36	22
SLC25A37	24
SLC25A38	20
SLC25A39	19
SLC25A4	27
SLC25A40	29
SLC25A41	26
SLC25A42	18
SLC25A43	27
SLC25A44	29
SLC25A45	19
SLC25A46	30
SLC25A47	33
SLC25A48	25
SLC25A48_ENST00000412661	12
SLC25A5	33
SLC25A6	27
SLC26A1	31
SLC26A1_ENST00000398520	11
SLC26A10	50
SLC26A10_ENST00000379218	28
SLC26A11	52
SLC26A2	45
SLC26A3	102
SLC26A4	102
SLC26A5	95
SLC26A5_ENST00000339444	64
SLC26A5_ENST00000393735	47
SLC26A6	42
SLC26A7	111
SLC26A7_ENST00000309536	76
SLC26A8	87
SLC26A9	81
SLC26A9_ENST00000367134	76
SLC27A1	52
SLC27A1_ENST00000252595	35
SLC27A2	45
SLC27A3	37
SLC27A4	39
SLC27A5	55
SLC27A6	100
SLC28A1	71
SLC28A1_ENST00000338602	18
SLC28A1_ENST00000537624	11
SLC28A2	55
SLC28A3	63
SLC29A1	39
SLC29A2	23
SLC29A3	46
SLC29A4	50
SLC2A1	31
SLC2A1_ENST00000415851	2
SLC2A10	64
SLC2A11	28
SLC2A12	39
SLC2A13	57
SLC2A13_ENST00000280871	28
SLC2A14	72
SLC2A2	66
SLC2A3	77
SLC2A4	40
SLC2A4RG	17
SLC2A5	51
SLC2A5_ENST00000377414	14
SLC2A6	28
SLC2A7	52
SLC2A8	23
SLC2A9	71
SLC2A9_ENST00000264784	75
SLC30A1	25
SLC30A10	47
SLC30A10_ENST00000536992	1
SLC30A2	27
SLC30A3	33
SLC30A4	23
SLC30A5	52
SLC30A6	36
SLC30A7	29
SLC30A8	89
SLC30A9	51
SLC31A1	11
SLC31A2	11
SLC32A1	79
SLC33A1	54
SLC34A1	66
SLC34A2	84
SLC34A3	29
SLC35A1	27
SLC35A2	26
SLC35A2_ENST00000376529	1
SLC35A2_ENST00000445167	15
SLC35A3	20
SLC35A4	24
SLC35A5	37
SLC35B1	20
SLC35B2	37
SLC35B3	32
SLC35B3_ENST00000426876	1
SLC35B4	14
SLC35C1	20
SLC35C2	32
SLC35D1	22
SLC35D2	16
SLC35D3	31
SLC35E1	27
SLC35E1_ENST00000409648	15
SLC35E2	11
SLC35E2B	10
SLC35E2B_ENST00000378662	10
SLC35E3	21
SLC35E4	22
SLC35F1	60
SLC35F2	29
SLC35F3	70
SLC35F4	50
SLC35F4_ENST00000339762	51
SLC35F5	55
SLC36A1	45
SLC36A2	58
SLC36A3	49
SLC36A4	56
SLC37A1	43
SLC37A2	54
SLC37A2_ENST00000403796	38
SLC37A3	41
SLC37A3_ENST00000340308	27
SLC37A4	19
SLC38A1	55
SLC38A10	57
SLC38A10_ENST00000374759	63
SLC38A11	38
SLC38A2	31
SLC38A3	20
SLC38A4	45
SLC38A5	47
SLC38A5_ENST00000376876	39
SLC38A6	39
SLC38A6_ENST00000354886	31
SLC38A7	26
SLC38A8	58
SLC38A9	38
SLC38A9_ENST00000539768	2
SLC39A1	24
SLC39A10	77
SLC39A11	28
SLC39A12	131
SLC39A12_ENST00000377369	28
SLC39A13	16
SLC39A14	30
SLC39A14_ENST00000381237	22
SLC39A2	28
SLC39A3	18
SLC39A4	28
SLC39A4_ENST00000276833	18
SLC39A5	49
SLC39A6	77
SLC39A7	32
SLC39A8	20
SLC39A9	26
SLC3A1	56
SLC3A2	49
SLC40A1	46
SLC41A1	44
SLC41A2	34
SLC41A2_ENST00000258538	26
SLC41A3	37
SLC41A3_ENST00000315891	34
SLC43A1	42
SLC43A2	32
SLC43A3	52
SLC44A1	53
SLC44A2	46
SLC44A3	51
SLC44A3_ENST00000271227	48
SLC44A4	66
SLC44A5	122
SLC44A5_ENST00000370859	77
SLC45A1	80
SLC45A2	95
SLC45A3	52
SLC45A4	67
SLC46A1	14
SLC46A2	28
SLC46A3	44
SLC46A3_ENST00000380814	35
SLC47A1	55
SLC47A2	26
SLC47A2_ENST00000350657	26
SLC48A1	7
SLC48A1_ENST00000442218	4
SLC4A1	94
SLC4A10	150
SLC4A10_ENST00000375514	28
SLC4A10_ENST00000446997	121
SLC4A11	98
SLC4A11_ENST00000380059	80
SLC4A1AP	57
SLC4A2	94
SLC4A3	124
SLC4A4	120
SLC4A4_ENST00000425175	110
SLC4A5	107
SLC4A5_ENST00000377634	81
SLC4A7	100
SLC4A7_ENST00000455077	6
SLC4A8	94
SLC4A8_ENST00000358657	15
SLC4A8_ENST00000394856	61
SLC4A8_ENST00000453097	59
SLC4A9	35
SLC4A9_ENST00000230993	43
SLC4A9_ENST00000506757	43
SLC50A1	13
SLC5A1	73
SLC5A10	49
SLC5A11	90
SLC5A12	75
SLC5A12_ENST00000280467	47
SLC5A2	51
SLC5A3	44
SLC5A4	72
SLC5A5	64
SLC5A6	57
SLC5A7	99
SLC5A8	80
SLC5A9	70
SLC6A1	80
SLC6A11	79
SLC6A12	56
SLC6A13	53
SLC6A14	49
SLC6A15	116
SLC6A15_ENST00000450363	29
SLC6A16	56
SLC6A17	78
SLC6A18	77
SLC6A19	85
SLC6A2	91
SLC6A2_ENST00000219833	82
SLC6A20	39
SLC6A20_ENST00000358525	40
SLC6A3	95
SLC6A4	55
SLC6A5	131
SLC6A6	48
SLC6A7	41
SLC6A8	31
SLC6A8_ENST00000429147	1
SLC6A9	47
SLC6A9_ENST00000360584	46
SLC7A1	61
SLC7A10	39
SLC7A11	35
SLC7A13	79
SLC7A13_ENST00000419776	7
SLC7A14	100
SLC7A2	76
SLC7A2_ENST00000470360	71
SLC7A3	67
SLC7A4	48
SLC7A5	25
SLC7A5P1	4
SLC7A6	41
SLC7A6OS	22
SLC7A7	32
SLC7A8	49
SLC7A9	69
SLC8A1	200
SLC8A2	69
SLC8A3	135
SLC8A3_ENST00000357887	67
SLC9A1	61
SLC9A10	127
SLC9A11	126
SLC9A2	99
SLC9A3	82
SLC9A3R1	11
SLC9A3R2	13
SLC9A3R2_ENST00000424542	11
SLC9A4	98
SLC9A5	74
SLC9A6	58
SLC9A7	66
SLC9A8	51
SLC9A8_ENST00000417961	7
SLC9A9	110
SLCO1A2	75
SLCO1A2_ENST00000390670	20
SLCO1B1	134
SLCO1B3	122
SLCO1B7	84
SLCO1C1	110
SLCO1C1_ENST00000381552	71
SLCO2A1	66
SLCO2B1	78
SLCO3A1	79
SLCO4A1	63
SLCO4C1	98
SLCO5A1	126
SLCO6A1	127
SLFN11	107
SLFN12	54
SLFN12L	45
SLFN12L_ENST00000361112	46
SLFN12L_ENST00000449046	49
SLFN13	72
SLFN14	42
SLFN5	85
SLFNL1	35
SLIRP	5
SLIT1	139
SLIT2	244
SLIT3	205
SLITRK1	190
SLITRK2	214
SLITRK3	253
SLITRK4	150
SLITRK5	182
SLITRK6	147
SLK	8
SLK_ENST00000369755	91
SLMAP	32
SLMAP_ENST00000438794	1
SLMO1	11
SLMO2	9
SLN	2
SLPI	12
SLTM	82
SLU7	34
SLURP1	14
SLX1B	1
SLX4	167
SMAD1	43
SMAD2	80
SMAD3	69
SMAD3_ENST00000439724	43
SMAD4	669
SMAD5	28
SMAD5_ENST00000507637	1
SMAD6	11
SMAD7	22
SMAD9	43
SMAD9_ENST00000379826	38
SMAGP	4
SMAGP_ENST00000380103	3
SMAP1	39
SMAP1_ENST00000370455	29
SMAP2	42
SMARCA1	115
SMARCA2	145
SMARCA2_ENST00000349721	136
SMARCA4	285
SMARCA4_ENST00000358026	164
SMARCA5	71
SMARCAD1	86
SMARCAL1	88
SMARCB1	292
SMARCB1_ENST00000344921	61
SMARCC1	75
SMARCC2	100
SMARCC2_ENST00000267064	92
SMARCD1	35
SMARCD2	28
SMARCD3	51
SMARCD3_ENST00000262188	39
SMARCE1	1
SMARCE1_ENST00000348513	31
SMC1A	106
SMC1A_ENST00000428014	2
SMC1B	103
SMC1B_ENST00000357450	100
SMC2	116
SMC2L1	91
SMC3	93
SMC4	125
SMC5	85
SMC6	92
SMCHD1	84
SMCP	10
SMCR7	19
SMCR7L	30
SMCR8	57
SMEK1	27
SMEK1_ENST00000417249	54
SMEK2	45
SMEK2_ENST00000345102	36
SMG1	214
SMG1_ENST00000446231	179
SMG5	87
SMG5_ENST00000368267	4
SMG6	87
SMG7	85
SMG7_ENST00000507469	42
SMG8	75
SMG9	34
SMIM6	1
SMNDC1	8
SMO	124
SMOC1	52
SMOC2	49
SMOX	61
SMOX_ENST00000278795	51
SMPD1	51
SMPD1_ENST00000342245	49
SMPD2	25
SMPD3	41
SMPD4	62
SMPDL3A	26
SMPDL3B	36
SMPDL3B_ENST00000373888	14
SMPX	11
SMR3A	32
SMR3B	13
SMS	32
SMS_ENST00000415881	21
SMTN	74
SMTN_ENST00000358743	60
SMTN_ENST00000404496	69
SMTNL1	34
SMTNL1_ENST00000457912	34
SMTNL2	17
SMTNL2_ENST00000389313	17
SMU1	25
SMUG1	15
SMURF1	53
SMURF2	57
SMYD1	84
SMYD2	39
SMYD3	37
SMYD3_ENST00000388985	28
SMYD4	46
SMYD5	22
SMYD5_ENST00000389501	33
SNAI1	27
SNAI2	48
SNAI3	20
SNAP23	13
SNAP25	38
SNAP25_ENST00000254976	29
SNAP29	21
SNAP47	40
SNAP91	80
SNAP91_ENST00000439399	89
SNAPC1	27
SNAPC2	15
SNAPC3	26
SNAPC4	73
SNAPC5	4
SNAPIN	6
SNCA	14
SNCAIP	94
SNCAIP_ENST00000379533	93
SNCAIP_ENST00000503116	48
SNCB	18
SNCG	5
SND1	95
SNED1	76
SNF8	14
SNIP1	42
SNN	6
SNPH	44
SNPH_ENST00000381867	43
SNRK	61
SNRK_ENST00000454177	53
SNRNP200	176
SNRNP25	9
SNRNP27	18
SNRNP35	24
SNRNP40	18
SNRNP48	28
SNRNP70	27
SNRPA	18
SNRPA1	7
SNRPB	25
SNRPB2	12
SNRPC	12
SNRPD1	9
SNRPD2	6
SNRPD2P1	3
SNRPD3	12
SNRPE	7
SNRPEL1	2
SNRPF	3
SNRPG	4
SNRPN	58
SNTA1	31
SNTB1	48
SNTB2	19
SNTG1	136
SNTG1_ENST00000518864	126
SNTG2	118
SNTN	15
SNUPN	22
SNURF	17
SNW1	41
SNX1	32
SNX10	17
SNX11	18
SNX12	17
SNX13	107
SNX14	53
SNX15	35
SNX16	16
SNX17	32
SNX18	50
SNX18_ENST00000381410	47
SNX19	79
SNX2	37
SNX20	34
SNX20_ENST00000300590	8
SNX21	19
SNX22	10
SNX24	13
SNX25	93
SNX27	5
SNX27_ENST00000368843	35
SNX29	26
SNX29_ENST00000306030	26
SNX3	11
SNX30	29
SNX31	58
SNX32	44
SNX33	41
SNX4	22
SNX5	34
SNX6	18
SNX7	34
SNX7_ENST00000306121	32
SNX8	42
SNX9	39
SOAT1	47
SOAT2	36
SOBP	50
SOCS1	77
SOCS2	21
SOCS3	16
SOCS4	30
SOCS5	62
SOCS6	54
SOCS7	21
SOD1	15
SOD2	16
SOD3	4
SOGA1	63
SOGA1_ENST00000237536	63
SOHLH1	37
SOHLH1_ENST00000425225	25
SOHLH2	60
SOLH	40
SON	169
SON_ENST00000300278	146
SORBS1	75
SORBS1_ENST00000371247	91
SORBS2	105
SORBS2_ENST00000393528	42
SORBS2_ENST00000418609	37
SORBS2_ENST00000437304	45
SORBS2_ENST00000448662	51
SORBS3	42
SORCS1	270
SORCS1_ENST00000344440	216
SORCS2	93
SORCS3	242
SORD	22
SORL1	180
SORT1	48
SOS1	116
SOS2	85
SOS2_ENST00000216373	94
SOST	18
SOSTDC1	20
SOX1	13
SOX10	43
SOX11	62
SOX12	8
SOX13	36
SOX14	28
SOX15	10
SOX17	34
SOX18	5
SOX2	26
SOX21	19
SOX3	42
SOX30	58
SOX4	11
SOX5	127
SOX6	72
SOX6_ENST00000527619	60
SOX7	49
SOX8	29
SOX9	87
SP1	6
SP1_ENST00000327443	48
SP100	71
SP100_ENST00000340126	72
SP100_ENST00000341950	4
SP110	64
SP110_ENST00000540870	28
SP140	14
SP140_ENST00000392045	87
SP140L	35
SP140L_ENST00000415673	28
SP2	36
SP3	9
SP3_ENST00000310015	64
SP4	83
SP5	13
SP6	22
SP7	30
SP8	20
SP8_ENST00000418710	20
SP9	13
SPA17	14
SPACA1	43
SPACA3	34
SPACA4	9
SPACA5	5
SPACA7	30
SPAG1	75
SPAG11A	6
SPAG11B	14
SPAG11B_ENST00000317900	6
SPAG11B_ENST00000398462	10
SPAG16	111
SPAG16_ENST00000272898	10
SPAG17	233
SPAG4	34
SPAG5	83
SPAG6	65
SPAG6_ENST00000376603	8
SPAG7	20
SPAG8	33
SPAG8_ENST00000396638	26
SPAG9	93
SPAG9_ENST00000262013	28
SPAM1	95
SPAM1_ENST00000439500	92
SPANX	22
SPANXA1	6
SPANXA2	23
SPANXB1	5
SPANXB2	5
SPANXC	8
SPANXD	21
SPANXN1	22
SPANXN2	64
SPANXN3	44
SPANXN4	10
SPANXN5	11
SPARC	37
SPARCL1	54
SPAST	58
SPATA1	18
SPATA12	8
SPATA13	42
SPATA13_ENST00000382108	36
SPATA16	93
SPATA17	55
SPATA18	92
SPATA18_ENST00000295213	86
SPATA19	32
SPATA2	34
SPATA20	55
SPATA21	40
SPATA21_ENST00000375577	1
SPATA22	44
SPATA2L	16
SPATA3	51
SPATA31A4	1
SPATA4	39
SPATA5	58
SPATA5L1	40
SPATA6	43
SPATA6L	3
SPATA7	48
SPATA8	39
SPATA9	16
SPATC1	36
SPATC1_ENST00000377470	35
SPATS1	31
SPATS1_ENST00000323108	20
SPATS2	40
SPATS2L	43
SPATS2L_ENST00000409755	45
SPC24	8
SPC25	20
SPCS1	9
SPCS1_ENST00000233025	11
SPCS2	1
SPCS2_ENST00000263672	15
SPCS3	2
SPCS3_ENST00000503362	12
SPDEF	33
SPDYA	22
SPDYA_ENST00000334056	17
SPDYC	25
SPDYE1	29
SPDYE2	2
SPDYE2_ENST00000507918	2
SPDYE3	25
SPDYE3_ENST00000332397	29
SPDYE4	21
SPECC1	8
SPECC1_ENST00000261503	83
SPECC1L	74
SPEF1	13
SPEF2	61
SPEF2_ENST00000356031	227
SPEG	254
SPEM1	29
SPEM1_ENST00000323383	8
SPEN	324
SPEN_ENST00000438066	2
SPERT	48
SPESP1	34
SPFH1	16
SPG11	153
SPG11_ENST00000558319	21
SPG20	85
SPG21	28
SPG7	45
SPG7_ENST00000341316	22
SPHAR	5
SPHK1	20
SPHK2	51
SPHK2_ENST00000443164	4
SPHKAP	347
SPHKAP_ENST00000392056	302
SPI1	21
SPIB	22
SPIC	37
SPICE1	75
SPICE1_ENST00000295872	53
SPIN1	18
SPIN2A	7
SPIN2B	11
SPIN3	11
SPIN3_ENST00000374919	20
SPIN4	28
SPINK1	4
SPINK13	11
SPINK14	9
SPINK2	9
SPINK4	6
SPINK5	119
SPINK5_ENST00000359874	111
SPINK6	6
SPINK7	11
SPINK8	5
SPINK9	8
SPINLW1	10
SPINLW1_ENST00000336443	11
SPINT1	25
SPINT2	15
SPINT3	6
SPINT3_ENST00000217428	6
SPINT4	17
SPIRE1	56
SPIRE1_ENST00000409402	55
SPIRE2	54
SPN	39
SPNS1	44
SPNS2	23
SPNS3	44
SPO11	40
SPOCD1	96
SPOCK1	52
SPOCK2	27
SPOCK2_ENST00000412663	3
SPOCK3	72
SPON1	63
SPON2	19
SPOP	88
SPOPL	51
SPP1	31
SPP2	31
SPPL2A	25
SPR	16
SPRED1	46
SPRED2	64
SPRED3	28
SPRED3_ENST00000396877	16
SPRN	1
SPRN_ENST00000541506	2
SPRR1A	14
SPRR1B	17
SPRR2A	9
SPRR2B	14
SPRR2D	8
SPRR2E	21
SPRR2F	9
SPRR2G	14
SPRR3	43
SPRR4	7
SPRY1	28
SPRY2	27
SPRY3_ENST00000302805	52
SPRY4	29
SPRYD3	28
SPRYD4	12
SPRYD5	71
SPRYD5_ENST00000327733	121
SPRYD7	12
SPSB1	20
SPSB2	10
SPSB3	21
SPSB4	18
SPTA1	668
SPTAN1	184
SPTAN1_ENST00000372739	53
SPTB	226
SPTB_ENST00000542895	111
SPTBN1	196
SPTBN1_ENST00000333896	141
SPTBN2	177
SPTBN4	155
SPTBN4_ENST00000392023	29
SPTBN5	163
SPTLC1	37
SPTLC2	49
SPTLC3	51
SPTLC3_ENST00000450297	24
SPTY2D1	63
SPZ1	55
SQLE	29
SQRDL	23
SQSTM1	25
SRA1	18
SRBD1	103
SRC	43
SRCAP	272
SRCIN1	63
SRCRB4D	46
SRD5A1	28
SRD5A3	23
SREBF1	42
SREBF2	87
SREK1	30
SREK1_ENST00000334121	26
SREK1IP1	22
SRF	24
SRFBP1	45
SRGAP1	134
SRGAP2	13
SRGAP2_ENST00000414007	65
SRGAP3	120
SRGN	11
SRI	14
SRL	56
SRM	15
SRMS	47
SRP14	11
SRP19	11
SRP54	35
SRP68	58
SRP72	51
SRP9	5
SRP9P1	1
SRPK1	52
SRPK1_ENST00000373822	4
SRPK2	60
SRPK3	28
SRPK3_ENST00000489426	27
SRPR	58
SRPRB	24
SRPX	51
SRPX2	38
SRR	20
SRRD	13
SRRM1	76
SRRM2	244
SRRM3	16
SRRM4	63
SRRM4_ENST00000267260	66
SRRM5	38
SRRT	94
SRSF1	39
SRSF11	6
SRSF11_ENST00000370949	6
SRSF11_ENST00000370950	46
SRSF12	17
SRSF2	214
SRSF2_ENST00000359995	17
SRSF3	14
SRSF3_ENST00000339436	12
SRSF4	42
SRSF5	1
SRSF5_ENST00000451983	14
SRSF5_ENST00000553521	23
SRSF6	4
SRSF6_ENST00000244020	30
SRSF7	26
SRSF9	11
SRXN1	11
SRY	7
SS18	29
SS18L1	3
SS18L1_ENST00000331758	30
SS18L2	4
SSB	25
SSBP1	14
SSBP2	20
SSBP3	28
SSBP3_ENST00000371320	25
SSBP4	18
SSC5D	61
SSFA2	92
SSFA2_ENST00000431877	28
SSH1	91
SSH1_ENST00000326470	46
SSH2	103
SSH3	44
SSNA1	10
SSPN	18
SSR1	17
SSR2	18
SSR3	16
SSR4	11
SSR4_ENST00000447375	1
SSRP1	70
SSSCA1	11
SST	15
SSTR1	61
SSTR2	26
SSTR3	40
SSTR4	80
SSTR5	33
SSU72	11
SSU72_ENST00000359060	4
SSX1	24
SSX2IP	51
SSX3	32
SSX3_ENST00000376893	23
SSX3_ENST00000376895	3
SSX4	9
SSX4B	9
SSX5	32
SSX5_ENST00000403001	4
SSX6	25
SSX7	32
SSX9	14
ST13	16
ST14	71
ST18	179
ST20	9
ST3GAL1	39
ST3GAL2	23
ST3GAL3	54
ST3GAL4	23
ST3GAL5	27
ST3GAL5_ENST00000393808	23
ST3GAL6	39
ST5	82
ST6GAL1	34
ST6GAL2	144
ST6GALNAC1	40
ST6GALNAC2	29
ST6GALNAC3	67
ST6GALNAC4	24
ST6GALNAC5	55
ST6GALNAC6	32
ST7	44
ST7_ENST00000393451	11
ST7L	29
ST8SIA1	49
ST8SIA2	37
ST8SIA3	68
ST8SIA4	64
ST8SIA5	52
ST8SIA6	81
STAB1	162
STAB2	318
STAC	68
STAC2	41
STAC3	30
STAG1	124
STAG2	167
STAG2_ENST00000218089	108
STAG3	108
STAG3L1	1
STAG3L2	8
STAG3L3	3
STAG3L4	8
STAM	57
STAM2	37
STAMBP	32
STAMBPL1	32
STAMBPL1_ENST00000371927	27
STAP1	38
STAP2	38
STAR	26
STARD10	25
STARD13	90
STARD3	28
STARD3NL	34
STARD4	30
STARD5	20
STARD6	18
STARD7	24
STARD7_ENST00000337288	23
STARD8	94
STARD8_ENST00000252336	91
STARD8_ENST00000374599	70
STARD9	17
STARD9_ENST00000290607	104
STAT1	88
STAT2	58
STAT3	172
STAT4	77
STAT5A	42
STAT5B	71
STAT6	61
STATH	11
STAU1	51
STAU2	56
STAU2_ENST00000521210	41
STAU2_ENST00000524300	42
STBD1	22
STC1	43
STC2	56
STEAP1	35
STEAP1B	21
STEAP2	41
STEAP2_ENST00000394626	25
STEAP3	41
STEAP4	49
STH	14
STIL	85
STIM1	53
STIM2	68
STIP1	56
STK10	89
STK11	349
STK11IP	73
STK11IP_ENST00000295641	65
STK16_ENST00000409638	20
STK17A	28
STK17B	26
STK19	7
STK19_ENST00000375333	25
STK24	37
STK25	29
STK3	44
STK31	146
STK32A	36
STK32A_ENST00000398521	16
STK32B	82
STK32C	35
STK32C_ENST00000368625	24
STK33	63
STK33_ENST00000447869	58
STK35	31
STK36	104
STK38	50
STK38L	41
STK39	43
STK39_ENST00000355999	40
STK4	46
STK4_ENST00000372801	38
STK40	41
STK40_ENST00000359297	5
STMN1	13
STMN1_ENST00000426559	7
STMN2	19
STMN3	18
STMN4	26
STOM	11
STOML1	21
STOML2	22
STOML3	39
STON1	253
STON2	82
STOX1	75
STOX2	63
STOX2_ENST00000308497	79
STRA13	3
STRA6	52
STRA8	32
STRADA	24
STRADB	31
STRAP	30
STRBP	64
STRC	3
STRC_ENST00000450892	49
STRIP1	1
STRN	60
STRN3	56
STRN3_ENST00000357479	53
STRN4	32
STS	59
STT3A	48
STT3B	49
STUB1	22
STX10	12
STX11	32
STX12	26
STX16	32
STX17	15
STX18	12
STX19	18
STX1A	14
STX1B	24
STX2	31
STX2_ENST00000392373	30
STX3	28
STX4	24
STX5	41
STX6	20
STX7	21
STX8	21
STXBP1	50
STXBP1_ENST00000373299	47
STXBP2	43
STXBP2_ENST00000320400	8
STXBP3	32
STXBP4	35
STXBP5	84
STXBP5_ENST00000321680	68
STXBP5L	145
STXBP6	17
STXBP6_ENST00000548369	1
STYK1	49
STYX	14
STYXL1	27
SUB1	10
SUCLA2	39
SUCLG1	26
SUCLG2	32
SUCLG2_ENST00000307227	28
SUCLG2_ENST00000493112	28
SUCNR1	28
SUDS3	8
SUDS3_ENST00000543473	16
SUFU	32
SUGP1	61
SUGP2	94
SUGT1	17
SUGT1_ENST00000343788	11
SUGT1P3	1
SULF1	142
SULF2	126
SULT1A1	34
SULT1A1_ENST00000350842	17
SULT1A2	27
SULT1B1	41
SULT1C2	37
SULT1C2_ENST00000251481	37
SULT1C3	32
SULT1C3_ENST00000376700	6
SULT1C4	34
SULT1E1	39
SULT2A1	45
SULT2B1	32
SULT2B1_ENST00000201586	31
SULT4A1	25
SULT6B1	43
SUMF1	21
SUMF2	32
SUMF2_ENST00000342190	24
SUMO1_ENST00000392246	6
SUMO1P1	2
SUMO2	4
SUMO3	10
SUMO4	4
SUN1	58
SUN1_ENST00000401592	47
SUN1_ENST00000456758	16
SUN1_ENST00000457378	15
SUN2	52
SUN3	51
SUN5	58
SUOX	29
SUPT16H	72
SUPT3H	34
SUPT3H_ENST00000371459	31
SUPT4H1	10
SUPT5H	107
SUPT6H	145
SUPT7L	35
SUPV3L1	56
SURF1	14
SURF2	9
SURF4	19
SURF5	14
SURF6	29
SUSD1	45
SUSD2	63
SUSD3	27
SUSD4	29
SUSD4_ENST00000343846	48
SUSD5	52
SUV39H1	36
SUV39H2	40
SUV39H2_ENST00000354919	30
SUV420H1	120
SUV420H2	19
SUZ12	53
SV2A	119
SV2B	89
SV2C	93
SVEP1	302
SVIL	221
SVIP	10
SVOP	3
SVOP_ENST00000299134	6
SVOP_ENST00000551683	1
SVOPL	49
SVOPL_ENST00000419765	47
SWAP70	37
SWT1	81
SYAP1	24
SYBU	67
SYCE1	31
SYCE1_ENST00000343131	32
SYCE1L	9
SYCE2	18
SYCE3	5
SYCE3_ENST00000406915	5
SYCN	6
SYCP1	129
SYCP2	185
SYCP2L	89
SYCP3	18
SYDE1	40
SYDE2	56
SYDE2_ENST00000341460	75
SYF2	11
SYK	59
SYK_ENST00000375754	41
SYMPK	97
SYN1	47
SYN1_ENST00000295987	31
SYN2	42
SYN3	68
SYNC	17
SYNC_ENST00000409190	19
SYNCRIP	71
SYNDIG1	55
SYNDIG1L	21
SYNE1	1078
SYNE1_ENST00000265368	1090
SYNE1_ENST00000423061	765
SYNE2	526
SYNE3	57
SYNE3_ENST00000334258	58
SYNGAP1	93
SYNGAP1_ENST00000293748	89
SYNGR1	17
SYNGR2	16
SYNGR3	10
SYNGR4	27
SYNJ1	140
SYNJ1_ENST00000433931	84
SYNJ2	99
SYNJ2BP	10
SYNM	88
SYNM_ENST00000336292	90
SYNPO	71
SYNPO_ENST00000394243	65
SYNPO2	146
SYNPO2_ENST00000307142	133
SYNPO2_ENST00000434046	34
SYNPO2L	56
SYNPO2L_ENST00000394810	52
