chr	start	end
1	246753956	246755956
1	246783835	246785883
1	246796823	246798823
1	246804311	246806311
1	246809920	246811920
1	246828158	246830158
1	247003303	247005303
1	247006113	247008178
1	247011943	247014543
1	247018123	247020123
1	247023353	247026287
1	247026382	247028382
1	247038401	247040401
1	247047853	247055344
1	247057005	247060159
1	247069870	247071870
1	247078641	247080641
1	247150096	247152298
1	247199759	247201759
1	247262768	247266387
1	247274218	247276218
1	247319200	247321460
1	247322087	247324087
1	247463244	247465271
1	247472018	247474018
1	247491025	247493533
1	247581303	247583303
1	247586525	247589617
1	247598330	247600330
1	247614261	247616261
1	247693973	247696310
1	247728233	247730233
1	247736582	247738582
1	247750699	247753069
1	247768082	247770692
1	247834614	247836885
1	247919805	247922563
1	247977541	247979763
1	248003262	248006057
1	248027122	248029122
1	248030295	248032295
1	248038392	248040789
1	248058145	248060787
1	248083324	248086247
1	248111546	248113754
1	248127826	248130580
1	248200958	248203474
1	248223227	248225740
1	248261825	248264542
1	248307557	248310326
1	248342287	248345081
1	248365370	248368206
1	248401813	248403853
1	248435265	248438002
1	248457147	248459875
1	248486170	248488605
1	248511083	248513279
1	248523894	248526640
1	248549969	248551969
1	248568426	248571057
1	248615138	248618054
1	248635713	248638609
1	248650975	248653157
1	248683976	248686837
1	248736230	248739023
1	248755335	248757424
1	248788661	248791266
1	248800602	248802958
1	248812230	248815122
1	248843717	248846483
1	249105169	249108339
1	249110082	249112082
1	249140955	249143347
1	249148966	249152662
1	249210056	249213553
10	92394	95557
10	254907	256907
10	293302	295302
10	297401	299401
10	326226	328226
10	372115	374115
10	386189	388189
10	393670	395670
10	402834	404834
10	409493	411493
10	427616	429616
10	435684	437746
10	444079	446079
10	464036	466036
10	517479	519479
10	531419	533419
10	734438	736468
10	858047	861900
10	1042151	1044151
10	1050763	1052763
10	1053898	1055898
10	1064574	1067828
10	1086445	1088445
10	1088983	1090983
10	1117219	1119219
10	1122920	1124937
10	1129477	1131477
10	1138400	1140400
10	1169957	1171957
10	1228192	1230192
10	1278672	1280779
10	1283323	1285357
10	1312220	1314220
10	1404402	1406925
10	3140503	3142503
10	3142717	3144717
10	3144978	3146978
10	3150656	3152656
10	3153440	3155440
10	3175747	3179664
10	4874551	4876551
10	4878683	4880683
10	4880945	4882945
10	4883002	4885032
10	4888423	4890726
10	5007168	5010188
10	5013460	5015935
10	5039819	5044799
10	5137672	5141998
10	5246759	5249285
10	5253586	5256031
10	5259683	5261683
10	5415005	5417005
10	5434877	5438414
10	5441835	5444007
10	5467656	5469665
10	5493334	5495399
10	5496033	5499957
10	5540238	5542295
10	5761740	5763740
10	5765434	5767434
10	5781130	5783130
10	5783185	5785396
10	5787226	5792895
10	5826138	5828143
10	5924016	5926029
10	5944067	5946067
10	5947251	5949251
10	5977520	5980189
10	6004799	6006799
10	6007184	6009306
10	6059035	6061035
10	6065311	6068913
10	6146060	6148061
10	6261630	6263630
10	6263876	6265876
10	6273860	6275860
10	6469256	6471256
10	6482967	6484967
10	6497632	6499632
10	6519975	6522020
10	6527021	6529021
10	6552145	6554145
10	7212999	7215469
10	7217099	7219099
10	7238630	7240630
10	7268872	7270872
10	7289519	7291519
10	7408727	7410778
10	7758650	7760650
10	7762669	7764669
10	7770927	7772946
10	7772953	7774953
10	7776020	7778020
10	7784183	7786183
10	7839983	7843041
10	7843237	7845237
10	8005544	8008690
10	8050217	8052225
10	8096827	8098827
10	8099492	8101542
10	8105060	8107060
10	11059071	11061071
10	11307588	11309588
10	11311751	11313751
10	11355108	11357108
10	11366869	11368869
10	11503630	11506652
10	11559565	11561566
10	11568528	11570528
10	11796517	11798554
10	11804351	11806351
10	11893195	11895195
10	11910626	11913381
10	11984059	11986154
10	11989429	11991431
10	12000275	12002275
10	12045542	12047659
10	12055068	12057068
10	12069770	12072431
10	12076155	12078235
10	12128602	12131988
10	12132603	12134603
10	12138877	12140877
10	12161869	12163870
10	12196796	12200922
10	12202009	12205213
10	12227228	12229228
10	12256793	12258793
10	12278163	12281463
10	12287264	12289264
10	12290576	12292652
10	12594262	12596262
10	12802024	12804063
10	12810677	12812677
10	12855206	12857206
10	12865527	12867527
10	12939571	12941631
10	13150143	13152144
10	13153462	13155481
10	13157330	13159330
10	13165021	13168507
10	13174517	13176517
10	13212119	13214247
10	13223970	13225970
10	13227259	13229259
10	13229881	13232008
10	13236059	13238167
10	13245221	13247221
10	13250237	13252237
10	13263107	13265107
10	13274576	13276623
10	13319305	13321305
10	13324838	13326838
10	13329457	13331457
10	13339195	13341195
10	13360304	13362334
10	13363872	13365872
10	13377281	13379339
10	13480173	13482312
10	13488286	13490286
10	13533641	13535641
10	13540911	13542912
10	13641240	13643333
10	13671339	13673339
10	13697781	13700510
10	13701453	13703453
10	13704489	13706489
10	13715942	13717942
10	13823925	13825979
10	13837560	13839560
10	14562886	14564886
10	14708658	14710658
10	14815378	14817530
10	14869199	14871199
10	14895155	14897155
10	14943441	14945441
10	14949475	14952078
10	14964005	14966005
10	14967894	14969894
10	14973910	14977494
10	15013526	15015568
10	15112803	15114876
10	15119604	15121942
10	15145020	15147020
10	15153849	15155849
10	15173924	15176336
10	15182484	15184484
10	15254056	15257453
10	15261988	15264055
10	15289661	15291661
10	15558160	15560160
10	15613231	15615323
10	15645357	15647357
10	15649274	15651274
10	15687987	15689987
10	15725075	15727075
10	15760770	15762773
10	15820132	15822132
10	15830281	15832281
10	16525414	16527795
10	16736156	16738156
10	16793930	16795930
10	16805492	16807492
10	16872396	16874396
10	16876024	16879375
10	16881952	16883952
10	16910671	16912717
10	16917924	16919924
10	16941674	16944369
10	16944983	16946983
10	16948563	16950563
10	16954877	16956877
10	16959741	16961741
10	16966417	16968417
10	16969238	16971238
10	16991011	16993011
10	17060908	17062908
10	17084909	17086909
10	17087067	17089067
10	17109171	17111639
10	17112456	17114928
10	17125286	17127433
10	17141165	17143165
10	17155074	17157074
10	17163871	17165871
10	17195710	17197710
10	17200208	17202208
10	17203221	17205221
10	17215560	17217568
10	17270497	17272883
10	17276213	17278292
10	17361976	17363976
10	17364146	17366146
10	17495164	17497164
10	17635328	17637350
10	17685367	17687367
10	17736079	17738127
10	17746677	17748701
10	17749806	17751806
10	17755602	17757740
10	18121661	18123661
10	18137609	18139609
10	18253428	18255428
10	18269404	18271404
10	18275556	18277556
10	18281177	18283177
10	18330677	18332677
10	18438808	18440900
10	18786392	18788392
10	18794447	18796447
10	18806262	18808333
10	18826177	18829598
10	18833986	18835986
10	18836043	18838125
10	18873909	18875909
10	18936532	18938564
10	18939098	18941098
10	18947596	18949596
10	18954536	18956536
10	18960546	18962549
10	20289768	20291768
10	20356167	20358167
10	20452486	20454486
10	21073700	21075757
10	21096476	21098527
10	21105525	21109412
10	21119430	21121430
10	21146240	21148240
10	21156673	21159705
10	21176048	21179775
10	21413862	21415946
10	21434317	21436344
10	21460410	21462410
10	21783647	21786675
10	21803667	21807653
10	21874219	21876219
10	21900316	21902316
10	21958587	21960587
10	21961453	21963453
10	22023152	22025152
10	22044620	22046620
10	22047108	22049416
10	22170251	22172251
10	22208855	22210885
10	22216445	22218445
10	22291170	22293170
10	22604397	22608046
10	22615554	22618082
10	22633562	22635562
10	22652918	22654918
10	22677164	22679164
10	22827944	22829944
10	22855802	22857802
10	22861249	22863249
10	22879679	22881679
10	22897649	22899649
10	23243834	23245834
10	23249814	23251814
10	23286191	23288224
10	23291191	23293191
10	23294876	23296905
10	23320876	23322876
10	23392150	23394150
10	23407293	23410707
10	23480503	23483168
10	23632500	23634660
10	23728361	23730508
10	24497153	24499153
10	24507669	24509688
10	24668876	24670947
10	24761720	24763956
10	24789395	24791424
10	24809799	24811825
10	24812493	24814585
10	24815990	24818027
10	24821097	24823126
10	24830977	24835014
10	24872383	24875256
10	24883824	24885824
10	24885871	24887871
10	24907430	24909430
10	25159930	25161940
10	25225282	25227282
10	25240502	25242502
10	25272757	25274808
10	25278470	25280470
10	25283783	25285783
10	25287415	25289415
10	25303793	25305793
10	25311642	25315181
10	25463596	25465596
10	25683912	25685912
10	25700267	25702267
10	25860767	25862767
10	25882323	25884323
10	25885727	25889125
10	26284426	26286426
10	26309580	26311580
10	26355002	26357002
10	26416429	26418429
10	26433403	26435403
10	26441792	26443792
10	26445418	26447418
10	26461609	26464316
10	26481160	26483160
10	26489215	26492895
10	26499882	26501882
10	26574379	26576379
10	26580916	26582916
10	26824149	26826149
10	26855004	26857004
10	27011811	27013811
10	27039704	27041704
10	27065039	27067039
10	27111178	27113178
10	27305678	27307678
10	27321215	27324964
10	27325224	27327879
10	27327937	27329937
10	27332121	27334121
10	27334333	27336333
10	27341259	27343287
10	27348305	27351084
10	27374480	27376480
10	27381614	27383614
10	27388164	27390164
10	27405631	27407631
10	27410831	27413567
10	27421989	27423989
10	27449025	27451025
10	27453327	27455327
10	27457904	27460818
10	27474445	27476445
10	27498954	27500954
10	27528324	27530324
10	27821883	27823883
10	28022688	28024688
10	28029426	28033195
10	28148774	28150774
10	28222997	28225140
10	28228610	28230652
10	28232852	28234852
10	28249643	28251643
10	28269448	28271488
10	28272212	28274212
10	28282874	28284986
10	28357740	28359740
10	28408298	28410566
10	28419579	28421620
10	28437930	28439930
10	28823618	28825618
10	28883820	28885820
10	28905599	28907599
10	28969183	28972309
10	29580548	29582548
10	29746261	29748261
10	29751463	29753498
10	29753565	29755565
10	29755738	29757738
10	29761788	29763788
10	29768544	29770705
10	29772682	29774682
10	29775116	29778637
10	29778774	29780914
10	29781217	29785026
10	29787083	29789088
10	29810554	29814570
10	29817638	29823358
10	29823956	29825956
10	29838597	29840949
10	30314358	30319719
10	30603919	30606102
10	30637206	30639208
10	30727007	30729060
10	30748700	30750700
10	30914749	30916859
10	30917549	30919603
10	31133425	31135425
10	31136481	31139775
10	31802542	31804589
10	31808758	31811679
10	31811946	31813962
10	31814903	31817036
10	32095594	32097594
10	32098647	32100647
10	32140517	32142517
10	32196760	32198760
10	32559526	32561810
10	32572852	32576773
10	32580429	32582429
10	32739722	32743303
10	32779910	32781910
10	32855798	32857798
10	32872210	32874210
10	33016898	33018898
10	33133557	33138555
10	33198278	33200278
10	33213844	33216020
10	33216191	33219824
10	33468276	33470276
10	33474359	33476359
10	33485596	33487596
10	33501356	33503469
10	33514118	33516175
10	33558615	33560615
10	34399403	34401403
10	34557652	34559750
10	34605232	34607232
10	34619100	34621100
10	34647079	34649079
10	34670522	34674083
10	34687267	34689267
10	35298368	35300368
10	35313129	35315130
10	35494930	35496954
10	35804452	35806452
10	35818058	35820162
10	35840965	35842965
10	35895511	35898387
10	35928557	35931317
10	37413929	37415929
10	37418233	37420233
10	37421846	37423846
10	37429683	37431875
10	37437712	37439746
10	37441545	37443591
10	37453075	37455075
10	37477440	37479440
10	37481017	37483182
10	37485217	37487362
10	37504140	37506165
10	37506956	37509735
10	38119882	38122896
10	38125562	38127601
10	38240468	38242847
10	38245441	38247441
10	38342679	38346406
10	38405814	38408745
10	43087257	43090946
10	43287591	43290339
10	43291250	43293250
10	43311088	43313088
10	43314692	43320164
10	43324866	43326866
10	43650212	43652212
10	43692514	43694514
10	43696252	43698252
10	43868233	43871057
10	43881433	43883669
10	44051713	44054451
10	44101498	44103498
10	44139112	44141112
10	44870405	44872405
10	45428174	45431234
10	45477076	45479076
10	45479290	45481310
10	45484154	45486154
10	45486381	45488381
10	45498122	45500122
10	45798065	45800522
10	45868791	45870791
10	45937539	45940657
10	45952722	45954933
10	45955825	45957825
10	46027610	46029610
10	46110922	46114607
10	46121176	46123552
10	46134350	46136352
10	46142972	46144972
10	46146446	46148446
10	46158129	46160129
10	46221763	46223763
10	46237872	46239872
10	46264069	46266069
10	46320505	46323589
10	46341667	46343736
10	46960976	46969678
10	46997925	47001019
10	47085943	47088897
10	47157870	47159870
10	47908792	47912549
10	47928852	47930852
10	48369870	48372325
10	48384862	48391752
10	48412800	48415253
10	48425758	48430548
10	48437459	48439565
10	49370683	49372683
10	49382978	49384978
10	49385192	49387192
10	49391700	49394643
10	49413808	49415952
10	49419099	49421126
10	49429421	49432233
10	49446722	49448722
10	49449312	49451381
10	49608751	49610751
10	49641967	49643967
10	49653502	49655622
10	49657391	49659542
10	49662159	49664159
10	49666744	49668833
10	49928412	49930412
10	49938318	49940318
10	49940977	49943050
10	49950198	49952515
10	49981638	49983638
10	49983824	49986464
10	49987006	49989006
10	49997792	49999792
10	50003420	50005420
10	50012436	50014436
10	50018675	50020675
10	50024340	50026340
10	50027336	50031426
10	50033894	50035894
10	50080723	50082723
10	50104559	50106559
10	50120526	50123139
10	50148895	50150895
10	50164263	50166263
10	50182049	50184049
10	50185362	50187362
10	50254061	50257548
10	50293003	50295003
10	50314772	50316772
10	50372815	50374818
10	50374950	50376976
10	50529621	50536010
10	50593568	50595628
10	50666223	50668223
10	50677318	50683281
10	50690506	50692506
10	50713029	50715029
10	50722956	50725775
10	50731098	50733133
10	50735463	50737550
10	50739611	50741782
10	50818027	50820912
10	50823620	50825620
10	50826835	50829611
10	50853562	50855562
10	50856638	50858638
10	50862138	50864160
10	50886827	50888827
10	50900917	50902917
10	50942276	50948825
10	50949880	50951891
10	50952444	50956200
10	50957895	50961741
10	50965571	50967571
10	51224365	51227392
10	51245307	51247307
10	51463606	51466866
10	51578194	51581889
10	51583652	51586072
10	51747528	51749681
10	51767531	51770804
10	51852140	51854680
10	51858818	51860818
10	51891617	51893627
10	52007294	52009294
10	52065898	52067898
10	52086051	52088051
10	52501753	52503753
10	52572625	52574625
10	52586964	52588964
10	52595045	52597045
10	52602874	52604874
10	52618620	52620620
10	52750177	52752360
10	52833380	52835380
10	52911933	52913933
10	53456613	53460310
10	54049011	54051011
10	54073798	54075835
10	54527194	54530066
10	55580731	55583944
10	55590270	55592270
10	55625597	55627597
10	55720600	55722600
10	55754439	55756439
10	55779122	55781139
10	55781795	55783795
10	55954636	55956636
10	56076142	56078142
10	56105144	56107144
10	59955043	59957463
10	59975035	59977035
10	60026233	60028235
10	60120258	60122265
10	60149617	60151617
10	60543795	60545795
10	60547136	60550684
10	60552261	60554292
10	60557976	60559976
10	60561921	60563953
10	60572675	60574675
10	60576384	60578384
10	61003817	61006204
10	61006460	61008460
10	61021303	61023303
10	61027437	61030771
10	61042172	61044172
10	61082750	61084750
10	61411559	61414778
10	61431592	61433621
10	61442890	61444940
10	61571474	61575457
10	61591409	61593409
10	61665066	61667066
10	61801477	61803477
10	61818108	61820543
10	61828394	61837157
10	61842365	61844365
10	61864775	61866775
10	61867781	61869781
10	61931101	61933101
10	61940168	61942168
10	61954908	61959142
10	62020676	62022676
10	62037591	62039591
10	62543554	62545554
10	62630392	62633026
10	62647337	62649371
10	62669643	62671643
10	63172281	63174281
10	63194997	63196997
10	63444872	63446872
10	63660921	63662921
10	63699087	63701100
10	63758975	63760975
10	63809734	63811734
10	63815892	63817892
10	63828541	63830541
10	63850131	63852361
10	63957063	63959063
10	63963703	63965703
10	63975912	63978011
10	63994839	63996839
10	63998438	64000438
10	64135111	64137111
10	64147163	64149306
10	64158284	64160416
10	64402716	64404716
10	64413641	64416359
10	64424927	64426927
10	64564494	64566498
10	64571996	64574798
10	64944355	64946355
10	64947999	64950103
10	64965577	64969121
10	64972270	64976079
10	65023469	65025469
10	65224342	65226343
10	65368968	65370968
10	65379576	65381581
10	67679298	67681298
10	67747555	67749555
10	67828197	67830197
10	68525152	68527152
10	68686970	68688970
10	68939177	68941177
10	69406254	69408269
10	69564388	69566401
10	69650238	69652238
10	69671727	69673727
10	69675177	69677273
10	69691476	69693476
10	69713492	69715858
10	69749676	69753042
10	69784435	69786435
10	69791613	69793613
10	69880254	69883040
10	69904257	69906257
10	69907113	69910844
10	69917292	69919292
10	69933364	69935364
10	69954261	69956261
10	69958145	69960279
10	70050790	70052910
10	70098229	70101987
10	70122419	70124419
10	70138182	70140182
10	70155556	70157556
10	70178634	70180634
10	70181292	70183461
10	70189248	70193265
10	70195869	70197869
10	70228910	70232753
10	70265459	70267459
10	70331355	70334737
10	70403892	70407747
10	70431688	70433688
10	70445110	70447274
10	70450064	70452064
10	70496604	70498604
10	70507927	70509944
10	70513510	70515510
10	70546757	70550635
10	70643295	70647373
10	70665699	70667766
10	70669991	70671991
10	70672320	70674320
10	70693673	70695673
10	70705219	70707219
10	70718678	70720678
10	70722105	70724105
10	70724218	70726218
10	70729020	70731020
10	70732331	70734331
10	70764507	70766507
10	70774298	70776961
10	70862705	70864705
10	70914565	70916565
10	70916854	70918854
10	70927330	70929330
10	70939168	70941230
10	70957161	70959161
10	70961251	70963251
10	70967758	70969758
10	70986024	70988024
10	71007190	71011147
10	71024440	71027433
10	71047525	71049525
10	71138813	71140813
10	71141355	71143492
10	71143670	71145670
10	71150939	71152939
10	71163742	71165742
10	71174920	71176920
10	71243896	71245896
10	71264996	71267707
10	71331505	71333754
10	71391693	71393693
10	71639273	71641274
10	71646209	71648219
10	71657478	71659478
10	71664574	71666574
10	71677059	71679059
10	71683718	71685718
10	71696388	71698452
10	71702877	71704877
10	71711697	71713697
10	71834426	71836426
10	71854509	71856509
10	71870347	71872347
10	71879301	71881873
10	71898775	71900775
10	71901505	71907110
10	71965066	71967066
10	71972218	71975301
10	71976607	71978607
10	72060137	72062190
10	72082760	72084760
10	72099367	72101367
10	72163271	72165271
10	72178836	72180836
10	72191755	72193832
10	72194652	72196652
10	72200427	72202427
10	72284715	72286715
10	72288055	72290666
10	72291441	72295521
10	72298493	72300493
10	72306167	72308167
10	72325486	72327486
10	72356917	72361170
10	72433602	72435728
10	72467447	72469447
10	72488084	72490934
10	72495489	72497489
10	72499785	72501803
10	72502359	72504429
10	72510246	72512886
10	72516831	72518831
10	72519266	72521297
10	72530154	72533294
10	72538347	72540433
10	72540705	72542705
10	72613509	72615509
10	72629882	72631882
10	72632200	72634267
10	72642773	72645953
10	73047738	73051716
10	73055469	73058842
10	73081759	73083812
10	73198596	73200596
10	73268963	73270963
10	73325681	73327681
10	73336686	73338686
10	73376015	73378112
10	73405272	73407486
10	73474913	73477021
10	73510465	73512552
10	73519685	73522779
10	73532159	73534159
10	73577423	73581089
10	73584608	73586608
10	73587730	73589730
10	73590648	73592648
10	73593228	73595255
10	73822939	73824951
10	73826383	73828480
10	73847038	73849038
10	73891817	73893943
10	73911659	73913659
10	73982690	73984690
10	73989121	73991147
10	73991774	73993774
10	74095456	74099037
10	74099553	74101836
10	74102230	74104230
10	74113536	74115714
10	74450955	74452963
10	74593122	74595137
10	74627487	74629487
10	74644578	74646578
10	74652612	74654612
10	74657648	74661199
10	74670559	74672559
10	74683207	74685396
10	74689334	74691334
10	74694419	74696419
10	74700012	74702012
10	74713264	74715264
10	74812263	74814263
10	74883077	74887480
10	74889583	74891583
10	74893550	74897547
10	74898430	74900430
10	74905122	74907122
10	74915162	74917162
10	74919284	74921284
10	74952248	74954248
10	74989278	74991278
10	74999736	75001753
10	75002178	75004178
10	75005782	75007782
10	75015155	75017155
10	75033244	75035244
10	75050083	75052083
10	75071334	75073334
10	75094252	75096252
10	75147067	75149091
10	75159605	75161605
10	75184687	75189021
10	75257878	75259878
10	75264077	75266130
10	75275834	75278274
10	75278705	75280705
10	75282400	75284400
10	75293404	75295404
10	75390694	75394674
10	75396520	75398607
10	75405659	75409437
10	75433429	75436583
10	75456327	75458478
10	75505754	75507754
10	75518876	75521065
10	75522628	75524637
10	75525116	75530666
10	75531238	75536391
10	75547507	75550743
10	75552651	75555296
10	75557010	75561200
10	75561241	75568836
10	75573818	75575818
10	75578388	75580388
10	75607300	75610036
10	75671049	75677251
10	75829834	75831834
10	75848841	75850841
10	75854541	75858056
10	75859760	75861807
10	75862664	75865824
10	75865997	75869860
10	75870781	75872783
10	75872961	75875016
10	75885023	75887023
10	75887896	75889896
10	75892891	75894891
10	75895420	75897420
10	76467202	76469202
10	76780836	76782929
10	76787618	76791687
10	76817200	76819200
10	76853525	76855525
10	76862802	76864802
10	76909295	76911626
10	76977832	76980070
10	76992951	76996680
10	77157953	77162124
10	77541753	77543753
10	77805999	77807999
10	78083234	78085234
10	78712645	78714682
10	78786612	78788612
10	78831873	78833873
10	79396219	79398219
10	79565664	79567664
10	79569953	79571953
10	79578100	79582793
10	79583145	79585179
10	79587654	79591565
10	79592711	79596622
10	79600934	79602934
10	79615501	79617501
10	79736271	79738271
10	79741011	79743529
10	79744843	79746881
10	79749861	79751861
10	79763610	79765610
10	79766481	79768484
10	79777942	79779942
10	79780352	79783016
10	79783331	79786863
10	79796043	79798043
10	79813738	79815738
10	80960403	80962403
10	81035987	81038042
10	81049911	81051911
10	81052248	81054248
10	81055358	81057358
10	81059699	81061699
10	81062776	81067054
10	81069772	81071834
10	81106357	81112297
10	81316071	81319681
10	81371080	81374562
10	81696881	81698881
10	81699514	81701514
10	81705334	81707334
10	81849651	81851651
10	81900913	81902913
10	81903097	81905097
10	81916422	81919887
10	81924885	81933595
10	82033797	82035797
10	82038926	82040926
10	82111279	82113279
10	82268147	82270147
10	82275052	82277052
10	82297137	82299241
10	82330277	82332277
10	82402752	82404752
10	83634211	83636606
10	84732649	84734649
10	84737728	84739776
10	84744067	84746336
10	85900354	85902354
10	85909499	85913032
10	85935298	85937298
10	85943485	85945485
10	85961826	85963879
10	85966974	85969037
10	85971031	85975013
10	85980951	85982951
10	85983260	85985611
10	85990818	85994888
10	85996372	85998421
10	86011639	86015099
10	86129899	86132754
10	86184496	86186496
10	86222699	86224699
10	86236383	86238383
10	86258658	86260701
10	87361119	87363253
10	87372171	87374377
10	87488351	87490351
10	87613376	87616801
10	87897624	87899624
10	88125089	88127089
10	88212529	88214529
10	88231004	88233004
10	88258526	88260561
10	88276664	88278664
10	88415037	88423189
10	88427461	88429461
10	88440235	88442401
10	88445872	88447872
10	88458050	88460050
10	88465304	88467384
10	88475089	88477492
10	88658557	88660557
10	88682155	88684155
10	88701090	88703388
10	88716188	88719517
10	88779133	88781133
10	88819718	88821718
10	88853185	88855400
10	88911331	88913331
10	88929261	88931601
10	88987109	88989109
10	88991688	88995267
10	89119493	89121661
10	89124549	89126549
10	89263843	89266282
10	89472061	89474896
10	89480519	89482519
10	89500016	89502112
10	89502368	89505934
10	89513442	89515442
10	89549141	89551141
10	89620800	89623166
10	90033764	90035764
10	90121426	90123426
10	90340359	90342968
10	90350202	90352202
10	90353489	90355489
10	90432398	90434487
10	90437202	90439202
10	90489852	90493271
10	90498788	90500788
10	90511505	90513505
10	90520175	90522971
10	90529688	90531688
10	90561779	90563779
10	90567078	90569088
10	90573904	90575904
10	90578993	90581249
10	90590659	90592659
10	90660496	90662496
10	90664417	90666417
10	90672203	90674203
10	90681949	90683949
10	90696849	90698849
10	90700582	90702582
10	90706072	90708072
10	90749645	90751645
10	90761952	90763952
10	90982509	90985892
10	91004532	91006532
10	91065127	91068047
10	91098073	91100831
10	91142343	91145172
10	91161075	91164218
10	91176995	91178995
10	91191830	91193830
10	91194820	91197056
10	91197521	91199652
10	91403388	91405963
10	91464171	91466199
10	91469803	91471803
10	91473852	91475853
10	91476375	91480329
10	91487964	91489964
10	91491757	91493757
10	91496900	91499190
10	91510198	91512198
10	92634372	92636372
10	92637888	92639888
10	92653574	92657135
10	92661965	92663965
10	92677716	92681069
10	93007303	93009303
10	93020089	93022111
10	93220057	93222057
10	93241744	93243813
10	93256900	93259862
10	93388825	93391009
10	93571811	93573811
10	93587078	93589078
10	93599377	93602945
10	93609976	93611976
10	93618341	93620341
10	93667219	93669646
10	93701243	93703243
10	93710300	93712300
10	93712633	93714633
10	93740972	93742972
10	93742990	93744990
10	93751049	93754554
10	93766891	93768891
10	93775171	93777171
10	93783724	93787890
10	93810984	93812984
10	93869841	93871880
10	93903815	93905815
10	93939770	93941771
10	93951380	93953380
10	93998532	94000532
10	94108550	94110550
10	94220010	94222010
10	94222537	94224537
10	94263576	94267211
10	94296217	94298302
10	94371847	94373847
10	94387598	94389598
10	94395959	94398293
10	94409240	94411261
10	94607319	94609319
10	94652124	94654124
10	94694645	94696645
10	94707116	94709116
10	94713402	94715402
10	94817044	94819046
10	94820175	94826905
10	94827096	94829096
10	94833134	94837831
10	95069356	95071356
10	95071857	95073857
10	95075544	95077544
10	95078636	95080694
10	95082040	95084040
10	95087611	95090482
10	95092661	95094661
10	95110541	95112541
10	95122718	95124803
10	95136108	95138108
10	95140107	95142137
10	95146644	95148644
10	95158221	95160221
10	95161004	95164814
10	95167588	95170409
10	95184852	95186852
10	95240876	95242876
10	95261917	95264089
10	95286783	95288783
10	95325591	95327591
10	95337961	95339961
10	95352624	95354624
10	95371559	95373559
10	95379705	95381707
10	95393521	95396323
10	95398924	95400924
10	95417703	95419703
10	95421918	95423918
10	95453673	95455673
10	95536340	95538340
10	95548852	95550853
10	95551561	95553564
10	95555952	95558483
10	95652943	95654943
10	95659505	95662026
10	95790192	95792192
10	95891095	95893148
10	95929983	95932187
10	95986075	95988075
10	95992887	95995055
10	96004763	96006999
10	96011241	96013241
10	96024461	96026461
10	96038598	96040598
10	96057138	96059138
10	96075411	96077411
10	96092938	96095444
10	96099059	96101257
10	96108888	96111026
10	96116089	96118856
10	96120505	96122505
10	96161663	96164090
10	96268925	96270925
10	96281178	96283178
10	96290163	96292163
10	96305148	96307148
10	96332776	96334776
10	96353454	96355454
10	96442702	96444702
10	96446959	96448959
10	96453773	96455773
10	96465673	96467700
10	96494017	96496017
10	96521559	96523559
10	96533863	96535863
10	96579310	96581310
10	96601666	96603769
10	96611637	96613637
10	96730931	96732931
10	96740066	96742066
10	96744813	96746813
10	96801768	96803768
10	96826303	96828419
10	96960909	96962909
10	96966024	96968024
10	96970635	96972738
10	96978645	96980649
10	96987492	96989538
10	97022656	97024779
10	97080734	97082734
10	97095686	97097803
10	97100324	97102324
10	97116489	97118489
10	97130117	97132117
10	97140510	97142510
10	97153424	97155424
10	97169456	97171456
10	97173610	97175610
10	97180969	97182969
10	97191251	97193251
10	97193467	97195467
10	97199892	97201892
10	97365572	97367703
10	97370109	97372109
10	97372874	97374874
10	97379991	97381991
10	97387239	97389239
10	97412115	97414131
10	97441435	97445321
10	97445869	97448014
10	97452648	97454648
10	97601214	97603214
10	97604308	97606309
10	97606409	97608409
10	97623477	97625477
10	97768641	97770641
10	97790693	97792729
10	97803154	97805154
10	97815949	97817949
10	97955720	97957720
10	97962824	97964824
10	97982635	97984635
10	98030130	98032130
10	98063276	98065310
10	98077213	98080147
10	98081467	98083467
10	98126908	98130902
10	98137817	98139817
10	98145800	98147800
10	98156006	98158006
10	98164048	98166048
10	98187437	98189437
10	98286829	98288829
10	98345579	98347579
10	98354335	98356335
10	98404235	98406235
10	98407439	98409439
10	98410347	98412347
10	98468386	98470386
10	98713881	98716436
10	98740437	98745846
10	98760001	98765533
10	98772803	98774803
10	98777412	98779802
10	98780107	98782107
10	98796454	98798454
10	98798822	98800822
10	98801762	98803762
10	98805514	98807514
10	98815161	98817161
10	98822309	98824309
10	98916586	98918586
10	98923593	98925593
10	99022284	99024284
10	99024673	99026673
10	99051368	99053382
10	99078558	99080558
10	99093083	99095199
10	99117353	99119716
10	99124924	99127255
10	99128215	99130215
10	99130888	99134585
10	99138462	99142192
10	99144691	99146691
10	99189720	99191720
10	99195201	99197201
10	99199929	99201929
10	99204711	99206711
10	99210647	99212647
10	99214739	99216739
10	99218416	99221667
10	99222674	99224674
10	99227051	99229839
10	99329077	99331133
10	99336624	99339122
10	99340105	99343400
10	99343466	99345567
10	99348783	99350783
10	99358472	99360888
10	99370368	99372370
10	99375027	99377508
10	99432389	99434389
10	99436719	99438719
10	99497296	99499296
10	99511877	99513877
10	99526407	99528407
10	99528459	99532593
10	99622791	99626464
10	99641555	99643555
10	99654020	99656020
10	99660352	99662352
10	99666883	99668883
10	99694972	99697070
10	99769893	99771947
10	99966920	99970588
10	100002871	100004871
